frame,track_id,class,mph,m_per_s,zone_event
406,38,car,38.1,17.029,
406,39,car,9.3,4.148,
406,44,truck,33.7,15.062,
406,47,car,13.9,6.21,
406,56,car,32.4,14.467,
407,2,car,1.6,0.726,
407,11,car,3.1,1.386,
407,14,truck,6.9,3.078,
407,18,car,3.6,1.59,
407,22,truck,6.8,3.035,
407,29,car,7.0,3.126,
407,34,car,38.3,17.108,
407,38,car,38.8,17.325,
407,39,car,9.2,4.124,
407,44,truck,33.7,15.08,
407,47,car,13.5,6.051,
407,56,car,31.5,14.073,
408,2,car,1.6,0.712,
408,11,car,3.1,1.375,
408,14,truck,6.3,2.808,
408,18,car,3.0,1.337,
408,22,truck,6.9,3.089,
408,29,car,7.2,3.197,
408,34,car,38.9,17.396,
408,38,car,38.2,17.064,
408,39,car,9.1,4.06,
408,44,truck,33.6,15.039,
408,47,car,14.1,6.325,
408,56,car,31.5,14.063,
409,2,car,1.6,0.704,
409,11,car,3.3,1.466,
409,14,truck,6.2,2.772,
409,18,car,3.0,1.322,
409,22,truck,6.8,3.021,
409,29,car,6.9,3.085,
409,34,car,36.7,16.413,
409,38,car,38.5,17.217,
409,39,car,8.9,3.998,
409,44,truck,34.0,15.213,
409,47,car,13.7,6.117,
409,56,car,31.5,14.071,
410,2,car,1.4,0.628,
410,11,car,3.4,1.513,
410,14,truck,6.5,2.923,
410,18,car,2.9,1.28,
410,22,truck,6.8,3.059,
410,29,car,6.8,3.06,
410,34,car,35.5,15.851,
410,38,car,38.8,17.365,
410,39,car,8.9,3.996,
410,44,truck,34.1,15.229,
410,47,car,13.3,5.961,
410,56,car,32.0,14.292,
411,2,car,1.4,0.63,
411,11,car,3.2,1.425,
411,14,truck,6.9,3.079,
411,18,car,2.7,1.189,
411,22,truck,6.6,2.963,
411,29,car,6.8,3.023,
411,34,car,32.3,14.451,
411,38,car,39.2,17.505,
411,39,car,8.7,3.887,
411,44,truck,33.6,15.016,
411,47,car,13.3,5.929,
411,56,car,31.8,14.236,
412,2,car,1.3,0.587,
412,11,car,3.5,1.562,
412,14,truck,6.9,3.085,
412,18,car,2.4,1.067,
412,22,truck,6.6,2.952,
412,29,car,6.6,2.968,
412,34,car,29.6,13.214,
412,38,car,38.8,17.332,
412,39,car,8.4,3.754,
412,44,truck,34.1,15.241,
412,47,car,13.6,6.062,
412,56,car,32.0,14.301,
413,2,car,1.5,0.674,
413,11,car,3.5,1.578,
413,14,truck,6.4,2.882,
413,18,car,2.2,0.993,
413,22,truck,6.7,2.998,
413,29,car,6.5,2.89,
413,34,car,26.7,11.934,
413,38,car,39.1,17.5,
413,39,car,8.2,3.651,
413,44,truck,33.7,15.068,
413,47,car,12.8,5.718,
413,56,car,31.2,13.968,
414,2,car,1.6,0.71,
414,11,car,3.6,1.624,
414,14,truck,6.5,2.898,
414,18,car,2.1,0.939,
414,22,truck,6.8,3.058,
414,29,car,6.6,2.944,
414,34,car,24.8,11.072,
414,38,car,38.4,17.188,
414,39,car,8.3,3.704,
414,44,truck,33.8,15.124,
414,47,car,12.6,5.611,
414,56,car,31.7,14.16,
415,2,car,1.5,0.693,
415,11,car,3.9,1.73,
415,14,truck,7.0,3.144,
415,18,car,2.2,0.997,
415,22,truck,6.9,3.09,
415,29,car,6.5,2.919,
415,34,car,21.2,9.474,
415,38,car,38.9,17.404,
415,39,car,8.5,3.801,
415,44,truck,33.6,15.016,
415,47,car,12.4,5.536,
415,56,car,31.8,14.202,
415,62,car,10.2,4.58,
416,2,car,1.6,0.713,
416,11,car,3.7,1.633,
416,14,truck,7.4,3.33,
416,18,car,2.0,0.897,
416,22,truck,6.9,3.07,
416,29,car,6.9,3.073,
416,34,car,18.3,8.172,
416,38,car,38.7,17.317,
416,39,car,8.5,3.815,
416,44,truck,33.4,14.938,
416,47,car,11.8,5.27,
416,56,car,31.5,14.08,
416,62,car,9.6,4.308,
417,2,car,1.8,0.819,
417,11,car,3.7,1.639,
417,14,truck,7.7,3.423,
417,18,car,1.9,0.869,
417,22,truck,6.8,3.048,
417,29,car,6.8,3.035,
417,34,car,18.3,8.192,
417,38,car,38.9,17.406,
417,39,car,8.4,3.753,
417,44,truck,33.4,14.938,
417,47,car,12.0,5.377,
417,56,car,31.5,14.081,
417,62,car,9.4,4.218,
418,2,car,1.9,0.846,
418,11,car,3.9,1.759,
418,14,car,7.4,3.328,
418,18,car,2.3,1.014,
418,22,truck,6.9,3.087,
418,29,car,6.7,3.007,
418,34,car,18.8,8.4,
418,38,car,38.7,17.291,
418,39,car,8.1,3.64,
418,44,truck,33.8,15.089,
418,47,car,12.0,5.343,
418,56,car,31.8,14.22,
418,62,car,9.6,4.274,
419,2,car,1.8,0.791,
419,11,car,3.7,1.675,
419,14,truck,6.6,2.97,
419,18,car,2.4,1.081,
419,22,truck,7.1,3.169,
419,29,car,6.7,3.002,
419,34,car,19.6,8.766,
419,38,car,38.8,17.356,
419,39,car,7.9,3.537,
419,44,truck,33.4,14.944,
419,47,car,11.6,5.206,
419,56,car,31.9,14.26,
419,62,car,9.1,4.082,
420,2,car,1.7,0.761,
420,11,car,3.7,1.637,
420,14,car,6.5,2.923,
420,18,car,2.6,1.183,
420,22,truck,7.1,3.185,
420,29,car,6.5,2.889,
420,34,car,20.9,9.339,
420,38,car,39.4,17.633,
420,39,car,7.7,3.463,
420,44,truck,33.4,14.944,
420,47,car,11.7,5.244,
420,56,car,32.1,14.343,
420,62,car,9.1,4.088,
421,2,car,1.7,0.782,
421,11,car,3.3,1.497,
421,14,truck,6.5,2.9,
421,18,car,4.6,2.051,
421,22,truck,7.1,3.188,
421,29,car,6.2,2.775,
421,34,car,22.3,9.973,
421,38,car,37.8,16.897,
421,39,car,7.3,3.242,
421,44,truck,34.1,15.246,
421,47,car,11.7,5.24,
421,56,car,32.0,14.297,
421,62,car,8.9,3.989,
422,2,car,1.8,0.82,
422,11,car,3.0,1.329,
422,14,truck,6.2,2.765,
422,18,car,5.7,2.531,
422,22,truck,6.8,3.044,
422,29,car,6.2,2.758,
422,34,car,23.5,10.503,
422,38,car,35.3,15.792,
422,39,car,6.7,3.017,
422,44,truck,33.8,15.103,
422,47,car,11.5,5.132,
422,56,car,32.3,14.422,
422,62,car,8.2,3.664,
423,2,car,1.8,0.796,
423,11,car,3.1,1.39,
423,14,truck,6.1,2.71,
423,18,car,5.7,2.55,
423,22,truck,6.6,2.935,
423,29,car,5.7,2.552,
423,34,car,25.8,11.549,
423,38,car,32.4,14.482,
423,39,car,6.5,2.916,
423,44,truck,33.9,15.168,
423,47,car,11.5,5.156,
423,56,car,32.2,14.389,
423,62,car,8.7,3.87,
424,2,car,2.0,0.891,
424,11,car,2.9,1.314,
424,14,truck,5.4,2.435,
424,18,car,5.8,2.598,
424,22,truck,6.5,2.916,
424,29,car,5.6,2.504,
424,34,car,25.8,11.549,
424,38,car,29.4,13.138,
424,39,car,6.4,2.845,
424,44,truck,33.7,15.049,
424,47,car,11.2,4.986,
424,56,car,32.3,14.431,
424,62,car,8.7,3.906,
425,2,car,2.0,0.883,
425,11,car,2.7,1.193,
425,14,truck,5.4,2.395,
425,18,car,8.3,3.701,
425,22,truck,6.5,2.916,
425,29,car,5.5,2.478,
425,34,car,25.7,11.5,
425,38,car,26.7,11.929,
425,39,car,6.5,2.884,
425,44,truck,33.4,14.946,
425,47,car,10.3,4.604,
425,56,car,32.3,14.42,
425,62,car,9.3,4.142,
426,2,car,1.9,0.863,
426,11,car,2.5,1.133,
426,14,truck,5.8,2.579,
426,18,car,9.2,4.133,
426,22,truck,6.2,2.752,
426,29,car,5.7,2.543,
426,34,car,25.8,11.549,
426,38,car,24.0,10.745,
426,39,car,6.7,3.006,
426,44,truck,33.6,15.012,
426,47,car,10.4,4.655,
426,56,car,32.2,14.391,
426,62,car,9.1,4.047,
427,2,car,1.7,0.773,
427,11,car,2.5,1.135,
427,14,truck,5.9,2.653,
427,18,car,9.5,4.25,
427,22,truck,6.0,2.669,
427,29,car,5.9,2.653,
427,34,car,25.7,11.5,
427,38,car,19.9,8.883,
427,39,car,6.6,2.968,
427,44,truck,33.5,14.993,
427,47,car,10.4,4.652,
427,56,car,31.9,14.261,
427,62,car,9.2,4.112,
428,2,car,1.6,0.699,
428,11,car,2.7,1.185,
428,14,truck,6.2,2.78,
428,18,car,7.4,3.309,
428,22,truck,6.0,2.694,
428,29,car,6.1,2.72,
428,34,car,25.7,11.5,
428,38,car,20.4,9.132,
428,39,car,6.6,2.929,
428,44,truck,33.3,14.872,
428,47,car,10.4,4.67,
428,56,car,32.5,14.532,
428,62,car,9.2,4.13,
429,2,car,1.5,0.65,
429,11,car,2.9,1.288,
429,14,truck,6.4,2.841,
429,18,car,6.5,2.918,
429,22,truck,6.2,2.774,
429,29,car,6.0,2.672,
429,34,car,25.8,11.549,
429,38,car,21.3,9.536,
429,39,car,6.4,2.866,
429,44,truck,33.4,14.952,
429,47,car,10.3,4.606,
429,56,car,32.4,14.504,
429,62,car,9.7,4.355,
430,2,car,1.2,0.542,
430,11,car,2.8,1.266,
430,14,truck,6.2,2.766,
430,18,car,6.3,2.808,
430,22,truck,6.7,2.978,
430,29,car,6.0,2.684,
430,34,car,25.7,11.5,
430,38,car,22.7,10.135,
430,39,car,6.4,2.843,
430,44,truck,33.7,15.063,
430,47,car,10.0,4.486,
430,56,car,32.5,14.545,
430,62,car,11.1,4.977,
431,2,car,0.8,0.348,
431,11,car,3.3,1.461,
431,14,truck,6.5,2.915,
431,18,car,6.3,2.799,
431,22,truck,6.7,3.014,
431,29,car,6.0,2.703,
431,34,car,25.7,11.5,
431,38,car,23.8,10.659,
431,39,car,6.3,2.831,
431,44,truck,33.7,15.061,
431,47,car,9.7,4.341,
431,56,car,32.3,14.417,
431,62,car,12.6,5.621,
432,2,car,0.7,0.317,
432,11,car,3.3,1.471,
432,14,car,6.6,2.955,
432,18,car,3.8,1.714,
432,22,truck,6.9,3.098,
432,29,car,6.1,2.716,
432,38,car,25.1,11.213,
432,39,car,6.4,2.858,
432,44,truck,34.0,15.201,
432,47,car,9.9,4.419,
432,56,car,32.5,14.53,
432,62,car,13.8,6.191,
433,2,car,0.7,0.301,
433,11,car,2.9,1.313,
433,14,car,6.4,2.874,
433,18,car,2.9,1.293,
433,22,truck,7.1,3.165,
433,29,car,5.9,2.617,
433,38,car,26.2,11.734,
433,39,car,5.9,2.622,
433,44,truck,33.7,15.084,
433,47,car,9.3,4.154,
433,56,car,32.7,14.61,
433,62,car,15.6,6.994,
434,2,car,0.7,0.335,
434,11,car,3.0,1.358,
434,14,truck,5.9,2.659,
434,18,car,2.4,1.065,
434,22,truck,6.8,3.025,
434,29,car,5.6,2.502,
434,38,car,28.1,12.544,
434,39,car,5.6,2.485,
434,44,truck,33.6,15.003,
434,47,car,8.9,3.996,
434,56,car,32.7,14.599,
434,62,car,16.7,7.465,
435,2,car,0.8,0.376,
435,11,car,3.2,1.418,
435,14,truck,5.6,2.507,
435,18,car,2.4,1.095,
435,22,truck,7.0,3.12,
435,29,car,5.7,2.534,
435,38,car,28.1,12.544,
435,39,car,5.5,2.448,
435,44,truck,33.8,15.126,
435,47,car,9.3,4.165,
435,56,car,32.0,14.285,
435,62,car,17.9,7.999,
436,2,car,0.9,0.407,
436,11,car,2.9,1.287,
436,14,truck,5.6,2.524,
436,18,car,2.3,1.019,
436,22,truck,7.0,3.148,
436,29,car,5.4,2.417,
436,38,car,27.9,12.491,
436,39,car,5.5,2.456,
436,44,truck,33.4,14.916,
436,47,car,9.4,4.215,
436,56,car,32.2,14.406,
436,62,car,18.4,8.233,
437,2,car,0.9,0.422,
437,11,car,3.2,1.435,
437,14,truck,5.7,2.536,
437,18,car,2.4,1.065,
437,22,truck,6.9,3.067,
437,29,car,5.4,2.42,
437,38,car,28.1,12.544,
437,39,car,5.4,2.412,
437,44,truck,33.1,14.816,
437,47,car,9.5,4.264,
437,56,car,32.3,14.435,
437,62,car,18.1,8.097,
438,2,car,0.9,0.407,
438,11,car,2.8,1.233,
438,14,truck,5.4,2.392,
438,18,car,2.3,1.02,
438,22,truck,6.9,3.099,
438,29,car,5.4,2.41,
438,38,car,27.9,12.491,
438,39,car,5.3,2.37,
438,44,truck,32.8,14.655,
438,47,car,9.5,4.237,
438,56,car,32.6,14.553,
438,62,car,18.0,8.038,
438,64,car,14.3,6.387,
439,2,car,0.8,0.367,
439,11,car,3.1,1.365,
439,14,truck,5.4,2.434,
439,18,car,1.9,0.863,
439,22,truck,6.9,3.092,
439,29,car,5.6,2.485,
439,38,car,27.9,12.491,
439,39,car,5.3,2.373,
439,44,truck,32.5,14.516,
439,47,car,9.5,4.261,
439,56,car,32.3,14.46,
439,62,car,18.2,8.125,
439,64,car,13.8,6.18,
440,2,car,0.8,0.351,
440,11,car,3.7,1.647,
440,14,truck,5.7,2.557,
440,18,car,1.8,0.794,
440,22,truck,7.0,3.116,
440,29,car,5.7,2.528,
440,38,car,28.1,12.544,
440,39,car,5.5,2.439,
440,44,truck,32.5,14.54,
440,47,car,9.5,4.254,
440,56,car,32.4,14.488,
440,62,car,17.8,7.954,
440,64,car,13.5,6.041,
441,2,car,0.8,0.343,
441,11,car,3.7,1.635,
441,14,truck,6.3,2.819,
441,18,car,4.1,1.84,
441,22,truck,7.4,3.296,
441,29,car,5.9,2.627,
441,38,car,27.9,12.491,
441,39,car,5.4,2.418,
441,44,truck,32.9,14.727,
441,47,car,9.1,4.081,
441,56,car,32.3,14.423,
441,62,car,17.2,7.672,
441,64,car,13.2,5.92,
441,66,car,17.3,7.739,
442,2,car,0.7,0.3,
442,11,car,3.7,1.632,
442,14,truck,6.3,2.795,
442,18,car,4.9,2.188,
442,22,truck,6.9,3.106,
442,29,car,5.6,2.515,
442,38,car,27.9,12.491,
442,39,car,5.3,2.386,
442,44,truck,32.8,14.647,
442,47,car,8.6,3.824,
442,56,car,32.7,14.634,
442,62,car,17.2,7.675,
442,64,car,12.5,5.599,
442,66,car,17.7,7.925,
443,2,car,0.6,0.264,
443,11,truck,4.4,1.98,
443,14,truck,6.2,2.779,
443,18,car,5.5,2.451,
443,22,truck,7.1,3.186,
443,29,car,5.6,2.516,
443,39,car,5.3,2.37,
443,44,truck,32.6,14.575,
443,47,car,8.5,3.821,
443,56,car,32.9,14.703,
443,62,car,17.3,7.742,
443,64,car,11.9,5.304,
443,66,car,17.6,7.866,
444,2,car,0.6,0.27,
444,11,truck,4.0,1.796,
444,14,truck,5.9,2.616,
444,18,car,5.7,2.556,
444,22,truck,7.3,3.257,
444,29,car,5.3,2.361,
444,39,car,5.1,2.259,
444,44,truck,32.2,14.414,zone_1:exit
444,47,car,8.7,3.89,
444,56,car,32.7,14.629,
444,62,car,18.1,8.08,
444,64,car,11.8,5.281,
444,66,car,18.9,8.434,
445,2,car,0.7,0.292,
445,11,truck,4.0,1.804,
445,14,truck,5.8,2.604,
445,18,car,5.8,2.572,
445,22,truck,7.2,3.212,
445,29,car,5.0,2.225,
445,39,car,4.9,2.202,
445,44,truck,32.0,14.312,
445,47,car,8.8,3.929,
445,56,car,32.9,14.711,
445,62,car,17.6,7.848,
445,64,car,11.9,5.304,
445,66,car,17.3,7.731,
446,2,car,0.6,0.28,
446,11,truck,3.9,1.726,
446,14,truck,5.5,2.473,
446,18,car,6.0,2.691,
446,22,truck,7.4,3.302,
446,29,car,4.8,2.129,
446,39,car,4.6,2.042,
446,44,truck,31.8,14.195,
446,47,car,8.6,3.843,
446,56,car,32.4,14.493,
446,62,car,16.7,7.477,
446,64,car,11.9,5.304,
446,66,car,15.8,7.083,
447,2,car,0.5,0.241,
447,11,car,3.9,1.754,
447,14,truck,5.5,2.466,
447,18,car,6.2,2.781,
447,22,truck,7.5,3.352,
447,29,car,4.6,2.077,
447,39,car,4.3,1.939,
447,44,truck,31.7,14.165,
447,47,car,8.6,3.823,
447,56,car,32.4,14.479,
447,62,car,16.7,7.458,
447,64,car,11.8,5.281,
447,66,car,14.5,6.479,
447,68,car,27.8,12.415,
448,2,car,0.8,0.367,
448,11,truck,3.9,1.752,
448,14,truck,5.1,2.285,
448,18,car,4.0,1.793,
448,22,truck,7.7,3.426,
448,29,car,4.1,1.821,
448,39,car,4.3,1.914,
448,44,truck,31.9,14.275,
448,47,car,8.8,3.931,
448,56,car,33.0,14.77,
448,62,car,17.7,7.895,
448,64,car,11.9,5.304,
448,66,car,13.2,5.904,
448,68,car,29.5,13.192,
449,2,car,0.9,0.397,
449,11,truck,3.9,1.725,
449,14,truck,4.6,2.051,
449,18,car,3.0,1.342,
449,22,truck,7.9,3.523,
449,29,car,4.6,2.077,
449,39,car,4.3,1.919,
449,44,truck,31.6,14.108,
449,47,car,8.3,3.701,
449,56,car,32.6,14.562,
449,62,car,17.6,7.887,
449,64,car,11.8,5.281,
449,66,car,11.6,5.179,
449,68,car,31.1,13.924,
450,2,car,0.9,0.407,
450,11,car,3.9,1.724,
450,14,truck,4.1,1.835,
450,18,car,2.5,1.097,
450,22,truck,7.8,3.503,
450,29,car,4.8,2.134,
450,39,car,4.1,1.814,
450,44,truck,31.4,14.017,
450,47,car,7.7,3.44,
450,56,car,32.6,14.578,
450,62,car,18.4,8.243,
450,64,car,11.8,5.281,
450,66,car,10.3,4.591,
450,68,car,32.1,14.353,
451,2,car,0.9,0.419,
451,11,truck,4.4,1.953,
451,14,truck,4.1,1.833,
451,18,car,2.1,0.931,
451,22,truck,7.7,3.463,
451,29,car,5.1,2.274,
451,39,car,4.0,1.805,
451,44,truck,31.1,13.912,
451,47,car,7.6,3.396,
451,56,car,33.1,14.792,zone_1:enter
451,62,car,17.4,7.762,
451,64,car,11.9,5.304,
451,66,car,7.8,3.483,
451,68,car,32.7,14.598,
452,2,car,0.9,0.412,
452,11,truck,4.3,1.939,
452,14,truck,4.2,1.894,
452,18,car,2.1,0.92,
452,22,truck,7.5,3.369,
452,29,car,5.3,2.37,
452,39,car,3.9,1.728,
452,44,truck,32.0,14.3,
452,47,car,7.7,3.464,
452,56,car,32.7,14.62,
452,62,car,17.9,7.996,
452,66,car,7.8,3.468,
452,68,car,32.6,14.587,
453,2,car,0.9,0.397,
453,11,truck,4.5,1.996,
453,14,truck,4.6,2.051,
453,18,car,2.0,0.876,
453,22,truck,7.4,3.326,
453,29,car,5.3,2.374,
453,39,car,3.7,1.644,
453,44,truck,32.1,14.362,
453,47,car,8.1,3.609,
453,56,car,32.9,14.73,
453,62,car,17.9,8.001,
453,66,car,7.8,3.468,
453,68,car,34.4,15.386,
453,69,car,20.5,9.143,
454,2,car,0.9,0.421,
454,11,truck,4.0,1.8,
454,14,truck,4.4,1.978,
454,18,car,1.9,0.83,
454,22,truck,7.3,3.285,
454,29,car,5.4,2.433,
454,39,car,3.7,1.66,
454,44,truck,32.3,14.459,
454,47,car,8.1,3.631,
454,56,car,33.0,14.769,
454,62,car,18.2,8.135,
454,66,car,7.8,3.483,
454,68,car,34.6,15.447,
454,69,car,19.4,8.655,
455,2,car,0.6,0.272,
455,11,truck,4.0,1.771,
455,14,truck,4.5,1.995,
455,18,car,2.2,0.993,
455,22,truck,7.2,3.232,
455,29,car,5.9,2.646,
455,39,car,3.8,1.689,
455,44,truck,32.3,14.44,
455,47,car,8.0,3.587,
455,56,car,32.6,14.569,
455,62,car,17.5,7.816,
455,66,car,7.8,3.468,
455,67,truck,4.3,1.932,
455,68,car,34.4,15.358,
455,69,car,18.6,8.32,
456,2,car,0.5,0.226,
456,11,truck,4.1,1.836,
456,14,truck,4.8,2.137,
456,18,car,2.4,1.053,
456,22,truck,7.3,3.244,
456,29,car,5.5,2.475,
456,39,car,3.8,1.681,
456,44,truck,31.3,13.974,
456,47,car,7.8,3.492,
456,56,car,33.0,14.757,
456,62,car,17.4,7.774,
456,66,car,7.8,3.483,
456,67,truck,3.2,1.425,
456,68,car,34.0,15.19,
456,69,car,18.2,8.131,
456,70,car,25.5,11.395,
457,2,car,0.5,0.225,
457,11,truck,3.7,1.638,
457,14,truck,4.9,2.172,
457,18,car,3.0,1.336,
457,22,truck,7.1,3.187,
457,29,car,5.5,2.446,
457,39,car,3.7,1.675,
457,44,truck,32.1,14.332,
457,47,car,7.8,3.474,
457,56,car,32.8,14.68,
457,62,car,16.9,7.551,
457,66,car,7.8,3.482,
457,67,truck,3.5,1.547,
457,68,car,33.9,15.171,
457,69,car,17.9,7.995,
457,70,car,28.6,12.795,
458,2,car,0.4,0.19,
458,11,car,3.6,1.632,
458,14,truck,4.9,2.189,
458,18,car,3.3,1.468,
458,22,truck,7.1,3.191,
458,29,car,5.4,2.392,
458,39,car,3.8,1.709,
458,44,truck,31.9,14.26,
458,47,car,7.1,3.185,
458,56,car,32.4,14.497,
458,62,car,16.8,7.518,
458,66,car,7.8,3.466,
458,67,truck,2.5,1.138,
458,68,car,33.4,14.953,
458,69,car,17.1,7.641,
458,70,car,26.1,11.66,
459,2,car,0.4,0.164,
459,11,car,3.7,1.665,
459,14,truck,4.9,2.208,
459,18,car,3.5,1.548,
459,22,truck,7.3,3.267,
459,29,car,5.3,2.373,
459,39,car,3.8,1.712,
459,44,truck,31.1,13.918,
459,47,car,6.9,3.065,
459,56,car,32.6,14.586,
459,62,car,17.1,7.645,
459,66,car,7.8,3.48,
459,67,truck,2.3,1.02,
459,68,car,33.7,15.076,
459,69,car,15.9,7.124,
459,70,car,33.2,14.843,
460,2,car,0.3,0.156,
460,11,car,3.5,1.581,
460,14,truck,4.6,2.044,
460,18,car,3.8,1.702,
460,22,truck,7.4,3.296,
460,29,car,5.3,2.379,
460,39,car,4.4,1.947,
460,44,truck,30.1,13.46,
460,47,car,6.4,2.843,
460,56,car,32.9,14.71,
460,62,car,17.1,7.655,
460,67,truck,1.7,0.752,
460,68,car,33.4,14.92,
460,69,car,15.9,7.094,
460,70,car,33.9,15.154,
461,2,car,0.3,0.14,
461,11,car,4.0,1.786,
461,14,truck,4.5,2.013,
461,18,car,4.0,1.778,
461,22,truck,7.6,3.392,
461,29,car,5.1,2.276,
461,39,car,4.4,1.967,
461,44,truck,28.6,12.777,
461,47,car,6.0,2.677,
461,56,car,32.8,14.646,
461,62,car,16.9,7.56,
461,67,truck,1.6,0.718,
461,68,car,33.2,14.844,
461,69,car,15.9,7.094,
461,70,car,33.5,14.955,
462,2,car,0.3,0.131,
462,11,car,4.0,1.804,
462,14,truck,4.2,1.865,
462,18,car,3.9,1.728,
462,22,truck,7.5,3.371,
462,29,car,5.0,2.214,
462,39,car,4.4,1.969,
462,44,truck,28.9,12.902,
462,47,car,6.4,2.864,
462,56,car,32.6,14.563,
462,62,car,17.2,7.669,
462,67,truck,1.6,0.695,
462,68,car,33.6,15.033,
462,69,car,15.9,7.124,
462,70,car,34.3,15.314,
463,2,car,0.3,0.134,
463,11,car,3.7,1.659,
463,14,truck,4.1,1.818,
463,18,car,4.2,1.857,
463,22,truck,7.5,3.371,
463,29,car,4.8,2.16,
463,39,car,4.3,1.924,
463,44,truck,29.8,13.341,
463,47,car,6.7,2.986,
463,56,car,32.5,14.541,
463,62,car,17.2,7.682,
463,67,truck,1.4,0.627,
463,68,car,33.6,15.01,
463,69,car,15.9,7.094,
463,70,car,34.8,15.574,
463,71,car,36.4,16.259,
464,2,car,0.3,0.133,
464,11,car,3.6,1.587,
464,14,truck,3.9,1.762,
464,18,car,3.6,1.605,
464,22,truck,7.5,3.352,
464,29,car,5.0,2.22,
464,39,car,4.3,1.936,
464,44,truck,29.7,13.28,
464,47,car,6.9,3.099,
464,56,car,32.5,14.512,
464,62,car,17.3,7.744,
464,67,truck,1.2,0.53,
464,68,car,33.3,14.897,
464,69,car,15.9,7.096,
464,70,car,34.3,15.312,
464,71,car,43.9,19.628,
465,2,car,0.3,0.129,
465,11,car,2.9,1.296,
465,14,truck,3.9,1.749,
465,18,car,4.7,2.111,
465,22,truck,7.3,3.265,
465,29,car,4.9,2.183,
465,39,car,4.3,1.906,
465,44,truck,29.6,13.221,
465,47,car,7.2,3.21,
465,56,car,33.0,14.733,
465,62,car,17.8,7.953,
465,67,truck,1.2,0.532,
465,68,car,33.4,14.923,
465,69,car,15.9,7.128,
465,70,car,36.0,16.098,
465,71,car,44.6,19.958,
466,2,car,0.3,0.138,
466,11,car,2.9,1.294,
466,14,truck,3.8,1.7,
466,18,car,4.7,2.097,
466,22,truck,7.3,3.277,
466,29,car,4.9,2.181,
466,39,car,4.2,1.887,
466,44,truck,29.4,13.125,
466,47,car,6.9,3.071,
466,56,car,32.6,14.578,
466,62,car,17.1,7.639,
466,67,truck,1.2,0.53,
466,68,car,33.3,14.879,
466,69,car,15.9,7.1,
466,70,car,31.5,14.067,
466,71,car,42.7,19.083,
466,73,car,43.0,19.2,
467,2,car,0.3,0.131,
467,11,car,3.2,1.428,
467,14,truck,3.8,1.695,
467,18,car,4.2,1.855,
467,22,truck,7.1,3.158,
467,29,car,5.0,2.233,
467,39,car,3.7,1.672,
467,44,truck,29.9,13.382,
467,47,car,6.8,3.019,
467,56,car,32.4,14.488,
467,62,car,17.3,7.735,
467,67,truck,1.2,0.532,
467,68,car,33.3,14.891,
467,69,car,15.9,7.13,
467,70,car,30.5,13.646,
467,71,car,41.6,18.578,
467,73,car,31.8,14.221,
468,2,car,0.6,0.249,
468,11,car,2.8,1.265,
468,14,truck,4.2,1.867,
468,18,car,5.4,2.414,
468,22,truck,6.9,3.08,
468,29,car,5.3,2.367,
468,39,car,3.6,1.615,
468,44,truck,31.1,13.892,
468,47,car,6.8,3.045,
468,56,car,32.6,14.557,
468,62,car,17.3,7.712,
468,67,truck,1.2,0.532,
468,68,car,33.5,14.969,
468,70,car,30.5,13.646,
468,71,car,40.8,18.218,
468,73,car,30.1,13.458,
469,2,car,0.6,0.269,
469,11,car,3.2,1.418,
469,14,truck,4.2,1.896,
469,18,car,5.8,2.604,
469,22,truck,6.5,2.925,
469,29,car,5.6,2.503,
469,39,car,3.4,1.529,
469,44,truck,30.4,13.583,
469,47,car,6.3,2.799,
469,56,car,32.9,14.707,
469,62,car,16.8,7.488,
469,67,truck,1.2,0.53,
469,68,car,33.3,14.88,
469,70,car,30.4,13.588,
469,71,car,39.6,17.724,
469,73,car,32.3,14.46,
470,2,car,0.6,0.275,
470,11,car,3.7,1.648,
470,14,truck,4.2,1.886,
470,18,car,5.8,2.597,
470,22,truck,6.7,2.978,
470,29,car,5.5,2.473,
470,39,car,3.4,1.542,
470,44,truck,28.5,12.744,
470,47,car,5.8,2.584,
470,56,car,32.8,14.659,
470,62,car,16.5,7.371,
470,67,truck,1.2,0.532,
470,68,car,33.4,14.922,
470,70,car,30.5,13.646,
470,71,car,40.5,18.091,
470,73,car,35.6,15.921,
471,2,car,0.6,0.253,
471,11,car,4.3,1.904,
471,14,truck,4.3,1.908,
471,18,car,5.9,2.632,
471,22,truck,6.9,3.09,
471,29,car,5.4,2.404,
471,39,car,3.4,1.521,
471,44,truck,27.9,12.482,
471,47,car,5.4,2.392,
471,56,car,32.6,14.58,
471,62,car,15.8,7.08,
471,67,truck,1.2,0.53,
471,68,car,33.2,14.827,
471,70,car,30.4,13.588,
471,71,car,37.0,16.551,
471,73,car,36.6,16.341,
472,2,car,0.6,0.265,
472,11,car,4.7,2.113,
472,14,truck,4.1,1.838,
472,18,car,4.6,2.051,
472,22,truck,7.1,3.179,
472,29,car,5.5,2.466,
472,39,car,3.5,1.585,
472,44,truck,28.0,12.525,
472,47,car,5.1,2.293,
472,56,car,32.5,14.529,
472,62,car,15.2,6.786,
472,67,truck,3.2,1.437,
472,68,car,33.0,14.749,
472,70,car,30.4,13.588,
472,71,car,35.5,15.852,
472,73,car,42.5,18.999,
473,2,car,0.6,0.257,
473,11,car,4.7,2.109,
473,14,truck,3.9,1.724,
473,18,car,4.5,2.012,
473,22,truck,7.2,3.21,
